Provincias;Edad (grupos quinquenales);Espanoles/Extranjeros;Sexo;Ano;Total
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2001;812.637
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;2000;809.004
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;1999;813.061
18 Granada;TOTAL EDADES;TOTAL;Ambos sexos;1998;801.177
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2022;467.825
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2021;467.655
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2020;466.573
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2019;464.123
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2018;462.757
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2017;463.117
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2016;464.244
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2015;465.390
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2014;466.048
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2013;465.649
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2012;466.712
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2011;467.466
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2010;464.338
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2009;458.644
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2008;453.940
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2007;446.317
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2006;442.864
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2005;436.180
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2004;427.215
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2003;420.814
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2002;416.838
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2001;414.365
18 Granada;TOTAL EDADES;TOTAL;Mujeres;2000;413.345
18 Granada;TOTAL EDADES;TOTAL;Mujeres;1999;415.310
18 Granada;TOTAL EDADES;TOTAL;Mujeres;1998;409.310
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2022;268.127
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2021;265.588
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2020;261.995
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2019;257.762
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2018;254.308
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2017;253.310
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2016;252.882
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2015;253.686
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2014;255.426
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2013;257.723
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2012;259.537
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2011;256.461
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2010;251.563
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2009;246.151
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2008;237.787
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2007;224.076
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2006;213.505
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2005;203.737
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2004;193.913
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2003;185.474
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2002;177.761
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2001;171.532
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;2000;165.347
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;1999;161.669
19 Guadalajara;TOTAL EDADES;TOTAL;Ambos sexos;1998;159.331
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2022;132.237
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2021;130.964
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2020;129.156
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2019;127.228
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2018;125.454
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2017;124.969
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2016;124.617
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2015;124.734
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2014;125.229
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2013;125.927
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2012;126.528
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2011;124.929
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2010;122.393
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2009;119.543
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2008;115.460
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2007;109.278
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2006;104.451
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2005;99.655
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2004;95.002
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2003;91.053
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2002;87.553
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2001;84.771
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;2000;81.859
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;1999;80.075
19 Guadalajara;TOTAL EDADES;TOTAL;Mujeres;1998;78.867
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2022;528.763
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2021;525.835
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2020;524.278
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2019;521.870
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2018;519.932
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2017;518.930
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2016;519.596
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2015;520.017
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2014;519.229
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2013;520.668
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2012;522.862
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2011;521.968
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2010;518.081
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2009;513.403
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2008;507.915
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2007;497.671
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2006;492.174
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2005;483.792
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2004;476.707
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2003;472.446
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2002;464.934
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2001;461.730
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;2000;458.998
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;1999;457.507
21 Huelva;TOTAL EDADES;TOTAL;Ambos sexos;1998;453.958
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2022;266.527
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2021;265.254
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2020;264.782
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2019;263.457
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2018;262.219
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2017;261.317
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2016;262.025
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2015;262.318
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2014;261.687
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2013;262.281
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2012;263.492
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2011;262.606
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2010;260.365
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2009;258.259
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2008;255.521
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2007;249.520
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2006;246.118
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2005;242.650
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2004;239.561
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2003;237.544
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2002;233.935
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2001;232.959
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;2000;231.984
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;1999;231.280
21 Huelva;TOTAL EDADES;TOTAL;Mujeres;1998;229.525
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2022;225.456
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2021;224.264
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2020;222.687
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2019;220.461
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2018;219.345
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2017;219.702
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2016;221.079
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2015;222.909
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2014;224.909
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2013;226.329
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2012;227.609
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2011;228.361
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2010;228.566
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2009;228.409
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2008;225.271
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2007;220.107
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2006;218.023
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2005;215.864
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2004;212.901
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2003;211.286
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2002;208.963
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2001;205.955
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;2000;205.430
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;1999;205.429
22 Huesca;TOTAL EDADES;TOTAL;Ambos sexos;1998;204.956
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2022;111.085
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2021;110.657
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2020;110.208
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2019;109.233
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2018;108.746
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2017;108.848
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2016;109.482
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2015;110.283
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2014;111.069
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2013;111.548
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2012;112.097
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2011;112.137
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2010;112.042
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2009;111.779
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2008;110.332
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2007;108.129
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2006;107.040
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2005;105.995
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2004;104.940
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2003;104.324
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2002;103.397
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2001;102.244
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;2000;102.210
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;1999;102.294
22 Huesca;TOTAL EDADES;TOTAL;Mujeres;1998;102.102
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2022;623.761
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2021;627.190
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2020;631.381
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2019;633.564
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2018;638.099
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2017;643.484
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2016;648.250
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2015;654.170
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2014;659.033
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2013;664.916
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2012;670.242
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2011;670.600
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2010;670.761
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2009;669.782
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2008;667.438
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2007;664.742
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2006;662.751
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2005;660.284
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2004;654.458
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2003;651.565
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2002;647.387
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2001;645.781
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;2000;645.711
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;1999;649.662
23 Ja�n;TOTAL EDADES;TOTAL;Ambos sexos;1998;645.792
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2022;315.026
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2021;316.867
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2020;319.017
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2019;320.208
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2018;322.550
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2017;325.054
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2016;327.388
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2015;330.309
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2014;332.450
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2013;334.411
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2012;336.016
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2011;337.216
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2010;337.861
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2009;337.265
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2008;334.870
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2007;334.199
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2006;333.255
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2005;332.243
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2004;329.581
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2003;328.476
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2002;326.812
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2001;326.168
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;2000;326.508
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;1999;328.399
23 Ja�n;TOTAL EDADES;TOTAL;Mujeres;1998;326.520
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2022;448.179
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2021;451.706
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2020;456.439
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2019;460.001
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2018;463.746
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2017;468.316
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2016;473.604
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2015;479.395
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2014;484.694
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2013;489.752
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2012;494.451
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2011;497.799
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2010;499.284
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2009;500.169
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2008;500.200
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2007;497.387
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2006;498.223
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2005;495.902
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2004;492.720
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2003;495.998
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2002;496.655
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2001;499.517
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;2000;502.155
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;1999;506.511
24 Le�n;TOTAL EDADES;TOTAL;Ambos sexos;1998;506.365
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2022;230.464
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2021;232.174
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2020;234.535
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2019;236.257
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2018;238.100
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2017;240.257
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2016;242.877
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2015;245.731
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2014;248.157
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2013;250.573
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2012;252.702
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2011;254.483
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2010;255.085
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2009;255.453
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2008;255.414
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2007;254.448
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2006;255.172
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2005;254.146
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2004;252.378
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2003;253.892
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2002;254.246
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2001;255.671
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;2000;256.873
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;1999;258.834
24 Le�n;TOTAL EDADES;TOTAL;Mujeres;1998;258.796
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2022;441.443
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2021;439.727
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2020;438.517
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2019;434.930
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2018;432.866
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2017;432.384
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2016;434.041
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2015;436.029
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2014;438.001
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2013;440.915
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2012;443.032
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2011;442.308
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2010;439.768
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2009;436.402
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2008;426.872
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2007;414.015
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2006;407.496
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2005;399.439
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2004;385.092
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2003;377.639
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2002;371.055
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2001;365.023
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;2000;361.590
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;1999;359.361
25 Lleida;TOTAL EDADES;TOTAL;Ambos sexos;1998;357.903
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2022;216.212
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2021;215.571
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2020;215.194
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2019;214.052
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2018;213.357
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2017;213.325
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2016;214.124
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2015;215.310
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2014;216.110
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2013;217.136
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2012;217.687
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2011;216.920
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2010;215.371
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2009;213.307
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2008;208.493
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2007;202.747
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2006;199.164
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2005;195.821
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2004;190.714
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2003;187.641
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2002;185.029
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2001;182.661
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;2000;181.458
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;1999;180.272
25 Lleida;TOTAL EDADES;TOTAL;Mujeres;1998;179.751
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2022;323.989
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2021;326.013
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2020;327.946
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2019;329.587
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2018;331.327
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2017;333.634
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2016;336.527
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2015;339.386
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2014;342.748
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2013;346.005
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2012;348.902
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2011;351.530
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2010;353.504
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2009;355.195
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2008;355.549
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2007;355.176
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2006;356.595
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2005;357.625
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2004;358.452
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2003;360.512
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2002;361.782
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2001;364.125
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;2000;365.619
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;1999;366.934
27 Lugo;TOTAL EDADES;TOTAL;Ambos sexos;1998;367.751
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2022;167.022
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2021;168.121
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2020;169.104
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2019;169.901
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2018;170.680
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2017;171.859
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2016;173.373
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2015;174.781
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2014;176.423
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2013;177.992
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2012;179.366
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2011;180.676
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2010;181.521
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2009;182.252
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2008;182.635
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2007;182.754
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2006;183.628
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2005;184.226
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2004;184.640
27 Lugo;TOTAL EDADES;TOTAL;Mujeres;2003;185.606
